BLOC,POLARITÉ,PLANÈTE_1,PLANÈTE_2,TYPE_DONNÉE,VALEUR,INTERPRÉTATION,CE_QUE_TU_RECHERCHES,COMMENT_TU_VIS_L_AMOUR,DIFFICULTÉS,MOTS_CLÉS
Intime,"Femme, Homme",Chiron,Mars,Aspect,Carré,"Tu réprimes tes frustrations jusqu'à l'explosion, ou tu retournes ton agressivité contre toi-même (somatisation). Dans le couple, la gestion du conflit est douloureuse : tu as peur que la moindre dispute signe la fin de la relation. L'intimité peut être parasitée par des non-dits ou une tension latente.",,,,"Frustration rentrée, Peur du conflit, Tension, Agressivité passive."
Intime,"Femme, Homme",Chiron,Mars,Aspect,Opposition,"Tu as tendance à vivre l'intimité comme un rapport de force. Tu peux attirer des partenaires envahissants ou directifs qui t'obligent à te défendre. Ta blessure est liée à l'impuissance : tu as horreur de te sentir dominé(e) ou contrôlé(e), ce qui te rend parfois hyper-défensif(ve) même quand l'autre est bienveillant.",,,,"Lutte de pouvoir, Défense, Peur du contrôle, Réactivité."
Intime,"Femme, Homme",Chiron,Ascendant,Aspect,Conjonction,"Tu as l'impression que si l'autre te voit vraiment, sans filtre, il verra quelque chose de ""cassé"". Non intégré, tu peux être présent(e) physiquement mais absent(e) énergétiquement, par peur d'être trop vulnérable. Le travail consiste à accepter que ta présence suffit telle qu'elle est. Intégré, cette configuration te donne une authenticité rare : tu n'as plus besoin de masque pour être aimé(e).",,,,
Intime,"Femme, Homme",Chiron,Ascendant,Aspect,Carré,"Il y a un conflit entre l'assurance que tu projettes et l'insécurité que tu ressens. Non intégré, tu peux saboter les moments de grâce par peur de ne pas être à la hauteur de l'image que tu as vendue, devenant maladroit(e) ou distant(e) dès que la relation devient trop réelle. Le travail consiste à réconcilier ton image et ta vulnérabilité. Intégré, tu deviens capable d'intimité vraie sans performance.",,,,
Intime,"Femme, Homme",Chiron,Ascendant,Aspect,Opposition,"Tu peux chercher un partenaire qui porte la blessure à ta place ou qui te force à regarder la tienne. Non intégré, l'intimité est vécue comme un soin : tu as besoin de te sentir utile pour te sentir proche. Le travail consiste à accepter une relation d'égal à égal où personne n'a besoin d'être ""sauvé"". Intégré, ta capacité à comprendre la souffrance de l'autre devient un don sans sacrifice de toi-même.",,,,
Intime,"Femme, Homme",Chiron,Soleil,Aspect,Conjonction,"Tu as une blessure profonde liée à ta propre importance. Non intégré, tu as tendance à t'effacer ou à croire que tes besoins sont secondaires, cherchant à briller à travers l'autre car tu doutes de ta propre lumière. Le travail consiste à reconnaître ta valeur indépendamment du regard de l'autre. Intégré, tu rayonnes d'une lumière douce, sans besoin de validation extérieure pour exister.",,,,
Intime,"Femme, Homme",Chiron,Soleil,Aspect,Carré,"Tu es en tension entre l'envie de t'affirmer et la peur d'être égoïste. Non intégré, cela crée des oscillations : parfois tu exiges trop, parfois tu ne demandes rien, te sentant coupable dès que tu prends de la place. Le travail consiste à trouver l'équilibre entre tes besoins et ceux de l'autre. Intégré, tu sais prendre ta place sans culpabilité ni excès.",,,,
Intime,"Femme, Homme",Chiron,Soleil,Aspect,Opposition,"Tu peux remettre les clés de ta valeur personnelle à ton partenaire. Non intégré, s'il t'aime tu existes, s'il t'ignore tu t'effondres — chaque regard ou silence est interprété comme un jugement sur ta valeur fondamentale. Le travail consiste à ancrer ton identité en toi-même. Intégré, tu peux recevoir l'amour de l'autre comme un cadeau, pas comme une preuve de ton droit d'exister.",,,,
Intime,"Femme, Homme",Chiron,Lune,Aspect,Conjonction,"Avoir besoin de l'autre est vécu comme une faiblesse ou un danger. Non intégré, tu peux donner énormément de tendresse tout en refusant d'en recevoir, par peur d'être dépendant(e) ou blessé(e). Le travail consiste à accepter ta propre vulnérabilité émotionnelle. Intégré, ton empathie profonde devient une force : tu sais nourrir et te laisser nourrir sans perdre ton centre.",,,,
Intime,"Femme, Homme",Chiron,Lune,Aspect,Carré,"Tu as du mal à croire que la paix émotionnelle est possible. Non intégré, tu es souvent sur le qui-vive dans l'intimité, testant l'autre inconsciemment ou rejetant la consolation par méfiance. Le travail consiste à désarmer ta vigilance et à accueillir la douceur quand elle vient. Intégré, tu deviens capable de repos émotionnel vrai, sans attendre le coup dur.",,,,
Intime,"Femme, Homme",Chiron,Lune,Aspect,Opposition,"Cet aspect crée une tension entre tes besoins émotionnels profonds et ta capacité à les exprimer. Non intégré, tu peux projeter tes manques familiaux sur ton partenaire — exigeant qu'il comble un vide ancien, parfois sans même le formuler. L'intimité oscille entre détachement apparent et attente souterraine. Le travail consiste à apprendre à te nourrir toi-même émotionnellement. Intégré, tu crées une intimité vraie, sans dette affective.",,,,
Intime,"Femme, Homme",Chiron,Venus,Aspect,Conjonction,"Tu peux confondre aimer et souffrir, attirer les ""écorchés vifs"" car leur douleur résonne avec la tienne. Non intégré, tu oublies que tu as le droit d'être aimé(e) pour ta lumière, pas seulement pour ta capacité à soigner. Le travail consiste à distinguer compassion et sacrifice. Intégré, ton charme empreint de mélancolie devient magnétique sans être destructeur — tu sais aimer profondément sans t'y perdre.",,,,
Intime,"Femme, Homme",Chiron,Venus,Aspect,Carré,"C'est l'aspect de la ""belle au bois dormant"" qui s'entoure de ronces : une soif immense d'amour doublée d'une peur égale d'être blessé(e). Non intégré, tu peux saboter les relations qui deviennent trop intimes ou choisir des partenaires indisponibles. Le travail consiste à laisser tomber les protections qui t'isolent. Intégré, tu sais recevoir l'amour sans le fuir ni le saboter.",,,,
Intime,"Femme, Homme",Chiron,Vénus,Aspect,Opposition,"Tu as pu intégrer l'idée que l'amour finit toujours mal ou qu'il faut souffrir pour le mériter. Non intégré, tu soupçonnes toujours une intention cachée derrière la gentillesse, plus à l'aise dans la complexité que dans la simplicité amoureuse. Le travail consiste à accepter que l'amour peut être simple et bon. Intégré, tu goûtes enfin l'intimité légère sans attendre la chute.",,,,
Intime,"Femme, Homme",Chiron,Mars,Aspect,Conjonction,"Tu as du mal à exprimer ta volonté brute — soit tu inhibes tes désirs par peur d'être agressif(ve), soit tu peines à poser tes limites. Non intégré, cela se traduit en intimité par une difficulté à prendre l'initiative ou à dire ""stop"". Le travail consiste à réapprendre que ton désir et ta colère sont des énergies saines. Intégré, tu exprimes ta puissance sans violence ni retenue excessive.",,,,
Intime,"Femme, Homme",Chiron,Mars,Aspect,Carré,"Tu réprimes tes frustrations jusqu'à l'explosion, ou tu retournes ton agressivité contre toi-même. Non intégré, la gestion du conflit dans le couple est douloureuse : tu as peur que la moindre dispute signe la fin. Le travail consiste à apprendre que le conflit sain renforce le lien. Intégré, tu sais exprimer ta colère au bon moment, sans accumulation ni explosion.",,,,
Intime,"Femme, Homme",Chiron,Mars,Aspect,Opposition,"Tu peux vivre l'intimité comme un rapport de force, attirant des partenaires envahissants ou directifs. Non intégré, ta blessure liée à l'impuissance te rend hyper-défensif(ve) même face à la bienveillance. Le travail consiste à distinguer protection légitime et armure permanente. Intégré, tu sais défendre ton territoire sans transformer chaque échange en combat.",,,,
Style,Femme,Lune,Soleil,Aspect,Carré,"Conflit intérieur entre tes besoins émotionnels profonds et ton identité consciente. Tu veux quelque chose mais tu as besoin d'autre chose — cette dualité crée de l'instabilité en amour. Tu peux te sentir déchiré(e). Les partenaires ne comprennent jamais vraiment ce que tu veux. Intégré, tu acceptes ta complexité : ton identité inclut enfin tes besoins.",,,,
Style,Femme,Lune,Soleil,Aspect,Opposition,"Tes besoins émotionnels et ton identité sont en opposition totale. Tu vis une double vie émotionnelle : ce que tu montres VS ce que tu ressens. Les relations deviennent ""je ne te reconnais plus"". Intégré, tu crées un pont entre tes deux polarités — tu deviens entier(ère).",,,,
Style,Femme,Lune,Mercure,Aspect,Carré,"Difficulté à exprimer tes besoins émotionnels avec des mots. Tu ressens mais tu ne sais pas dire. Les disputes viennent du malentendu. Intégré, tu apprends à nommer ce que tu vis sans te trahir.",,,,
Style,Femme,Lune,Mercure,Aspect,Opposition,"Ta tête et ton cœur sont en guerre. Tu oscilles entre sur-analyse froide et débordement émotionnel. Intégré, tu crées un dialogue entre raison et émotion — tu deviens fluide.",,,,
Style,Femme,Lune,Vénus,Aspect,Carré,"Tu aimes d’une manière qui ne correspond pas à tes besoins profonds. Tu donnes ce que tu ne veux pas recevoir. Intégré, tu alignes ta manière d’aimer avec tes vrais besoins.",,,,
Style,Femme,Lune,Vénus,Aspect,Opposition,"Ton style affectif et tes besoins émotionnels sont opposés. Tu attires ce que tu ne peux pas gérer. Intégré, tu inventes un langage d’amour qui te nourrit aussi.",,,,
Style,Femme,Lune,Mars,Aspect,Carré,"Ton désir et tes besoins émotionnels s’affrontent. Tu veux quelqu’un que tes émotions rejettent. Intégré, tu honores à la fois ton feu et ta sécurité.",,,,
Style,Femme,Lune,Mars,Aspect,Opposition,"Ton action et tes besoins sont opposés. Tu agis contre ta sécurité ou tu bloques ton désir. Intégré, tu apprends à désirer ce qui te nourrit vraiment.",,,,
Style,Femme,Lune,Jupiter,Aspect,Carré,"Tu veux expansion et sécurité en même temps et tu les sabotes mutuellement. Tu fuis dès que c’est stable. Intégré, tu deviens libre ET ancré(e).",,,,
Style,Femme,Lune,Jupiter,Aspect,Opposition,"Tu veux le foyer et l’aventure mais tu dois toujours sacrifier l’un. Intégré, tu crées une base stable d’où explorer le monde.",,,,
Style,Femme,Lune,Saturne,Aspect,Carré,"Tu bloques toi-même tes besoins émotionnels. Tu te critiques, tu controles, tu minimises. Intégré, tu légitimes tes besoins — la froideur devient maturité.",,,,
Style,Femme,Lune,Saturne,Aspect,Opposition,"Tu veux fusion mais tu crées distance. Tu veux sécurité mais tu la sabotes. Intégré, tu apprends à recevoir sans honte.",,,,
Style,Femme,Lune,Uranus,Aspect,Carré,"Tu veux sécurité mais tu veux liberté. Tu veux les deux mais tu détruis l'un en cherchant l'autre. Intégré, tu crées une liberté sécurisante.",,,,
Style,Femme,Lune,Uranus,Aspect,Opposition,"Ton besoin d’ancrage et de liberté sont opposés. Tu paniques dès que tu obtiens l’un ou l’autre. Intégré, tu inventes une nouvelle forme de relation plus libre et stable.",,,,
Style,Femme,Lune,Neptune,Aspect,Carré,"Tu te perds dans tes émotions. Tu idéalises. Tu confonds fantasme et réalité. Intégré, tu distingues intuition vraie et projection.",,,,
Style,Femme,Lune,Neptune,Aspect,Opposition,"Tes besoins veulent de la clarté mais ton âme veut se dissoudre. Intégré, tu crées une spiritualité émotionnelle ancrée.",,,,
Style,Femme,Lune,Pluton,Aspect,Carré,"Tu crées de l’intensité pour te sentir vivant(e). Tu sabotes la sécurité car le calme te terrifie. Intégré, la profondeur remplace le chaos.",,,,
Style,Femme,Lune,Pluton,Aspect,Opposition,"Tu veux la paix mais tu recherches l’intensité. Cycle perpétuel de destruction-reconstruction. Intégré, tu transformes sans détruire.",,,,
Style,Femme,Lune,Chiron,Aspect,Carré,"Tes besoins touchent ta blessure fondamentale. Satisfaire tes besoins fait mal. Intégré, la guérison devient possible à travers le lien.",,,,
Style,Femme,Lune,Chiron,Aspect,Opposition,"Ta blessure et tes besoins sont opposés. Tu fuis tes propres besoins. Intégré, tu traverses la blessure pour te nourrir enfin.",,,,
Style,Femme,Lune,Nœud Nord,Aspect,Carré,"Ton évolution s’oppose à ta sécurité. Tu restes dans la zone de confort émotionnelle. Intégré, l’inconfort devient croissance.",,,,
Style,Femme,Lune,Nœud Nord,Aspect,Opposition,"Tes besoins tirent vers ton passé (NS) alors que ton évolution te pousse vers l’inconnu (NN). Intégré, tu choisis la croissance malgré la peur.",,,,
Style,Homme,Lune,Soleil,Aspect,Carré,"Conflit intérieur entre tes besoins émotionnels profonds et ton identité consciente. Tu veux quelque chose mais tu as besoin d'autre chose — cette dualité crée de l'instabilité en amour. Tu peux te sentir déchiré : une partie de toi veut briller et être reconnu, l'autre veut juste être nourri et en sécurité. Non intégré, tu envoies des signaux contradictoires : tu t'affirmes puis tu recules, tu montres de la force puis tu t'effondres. Les partenaires ne comprennent jamais vraiment ce que tu veux. Intégré, tu acceptes ta complexité — tu apprends à honorer à la fois ton besoin de rayonner ET ton besoin d'être accueilli. La contradiction devient richesse.",,,,
Style,Homme,Lune,Soleil,Aspect,Opposition,"Tes besoins émotionnels et ton identité sont en opposition totale. Tu te sens constamment tiraillé : si tu satisfais tes besoins profonds, tu trahis qui tu veux être ; si tu incarnes ton identité, tu ignores ce dont tu as vraiment besoin. En amour, c'est le conflit permanent entre ""ce que je montre"" et ""ce que je ressens"". Non intégré, tu vis une double vie émotionnelle : l'image que tu donnes VS ce que tu vis intérieurement. Les partenaires voient une version de toi qui n'existe pas vraiment. Les ruptures viennent de ""je ne te reconnais plus"". Intégré, tu crées un pont entre tes deux polarités — tu apprends que ton identité peut inclure tes besoins, pas les nier. Tu deviens entier.",,,,
Style,Homme,Lune,Mercure,Aspect,Carré,"Difficulté à exprimer tes besoins émotionnels avec des mots. Tu ressens mais tu ne sais pas dire, ou tu dis mais ce n'est jamais vraiment ce que tu ressens. Il y a un décalage permanent entre ton cœur et ta communication. En amour, tu peux intellectualiser tes émotions au lieu de les vivre, ou sur-analyser ce que tu ressens jusqu'à le tuer. Non intégré, tu crées des malentendus permanents : ""ce n'est pas ce que je voulais dire"". Tu analyses tes sentiments au lieu de les ressentir, ou tu ressens tellement que tu ne peux rien verbaliser. Les disputes naissent de l'incompréhension. Intégré, tu développes un langage pour ton monde intérieur — tu apprends à nommer ce que tu vis sans le dénaturer. La tension devient clarté.",,,,
